Date,Open,High,Low,Close,Adj Close,Volume
2017-08-16,1154.349976,1155.300049,1129.000000,1141.300049,1108.541748,857454
2017-08-17,1141.300049,1142.800049,1132.000000,1134.949951,1102.373901,494638
2017-08-18,1131.949951,1142.449951,1123.000000,1140.000000,1107.279175,357491
2017-08-21,1141.800049,1141.800049,1128.500000,1134.449951,1101.888428,456594
2017-08-22,1140.099976,1142.599976,1125.949951,1129.449951,1097.031982,568911
2017-08-23,1131.800049,1144.500000,1114.000000,1141.300049,1108.541748,513036
2017-08-24,1140.400024,1145.000000,1131.000000,1135.599976,1103.005371,483362
2017-08-28,1131.500000,1159.750000,1126.099976,1155.900024,1122.722656,751938
2017-08-29,1155.000000,1155.000000,1139.300049,1151.699951,1118.643066,578071
2017-08-30,1149.900024,1160.349976,1144.300049,1153.349976,1120.245972,674280
2017-08-31,1146.349976,1174.000000,1144.300049,1168.550049,1135.009766,1131097
2017-09-01,1174.199951,1219.000000,1166.000000,1215.900024,1181.000732,1523879
2017-09-04,1215.900024,1215.900024,1192.000000,1197.050049,1162.691772,682612
2017-09-05,1201.250000,1223.050049,1200.400024,1206.349976,1171.724365,714964
2017-09-06,1198.349976,1213.449951,1198.000000,1206.050049,1171.433350,370400
2017-09-07,1218.000000,1218.800049,1193.949951,1198.650024,1164.245605,832839
2017-09-08,1195.000000,1206.000000,1190.000000,1203.949951,1169.393433,477517
2017-09-11,1206.000000,1241.000000,1199.599976,1238.050049,1202.514893,843302
2017-09-12,1242.000000,1259.949951,1236.050049,1256.349976,1220.289429,1461215
2017-09-13,1250.050049,1262.000000,1249.000000,1254.949951,1218.929688,913364
2017-09-14,1258.000000,1262.000000,1241.000000,1246.050049,1210.285034,754072
2017-09-15,1230.500000,1249.650024,1226.199951,1245.500000,1209.751099,912016
2017-09-18,1250.000000,1261.000000,1248.800049,1255.949951,1219.900879,419287
2017-09-19,1262.000000,1262.000000,1249.199951,1253.300049,1217.327026,464997
2017-09-20,1256.500000,1256.900024,1235.000000,1237.300049,1201.786377,473176
2017-09-21,1238.000000,1247.250000,1224.949951,1229.099976,1193.821655,772766
2017-09-22,1218.050049,1230.199951,1204.900024,1213.250000,1178.426758,896125
2017-09-25,1205.150024,1213.449951,1192.000000,1196.949951,1162.594360,917093
2017-09-26,1187.000000,1189.750000,1164.000000,1174.000000,1140.302979,740276
2017-09-27,1173.099976,1178.550049,1152.849976,1160.000000,1126.705200,786410
2017-09-28,1155.000000,1165.000000,1123.000000,1130.000000,1097.566162,2353175
2017-09-29,1130.000000,1144.949951,1127.000000,1131.699951,1099.217285,791548
2017-10-03,1141.300049,1160.000000,1135.500000,1148.800049,1115.826538,834092
2017-10-04,1154.000000,1167.099976,1147.550049,1154.050049,1120.925781,626750
2017-10-05,1149.650024,1161.500000,1147.599976,1153.250000,1120.148926,327057
2017-10-06,1155.000000,1169.699951,1153.000000,1157.300049,1124.082642,344962
2017-10-09,1169.800049,1169.800049,1152.800049,1158.599976,1125.345215,363972
2017-10-10,1156.000000,1166.949951,1154.000000,1163.000000,1129.618896,316767
2017-10-11,1170.000000,1175.750000,1155.000000,1160.599976,1127.287964,602214
2017-10-12,1156.500000,1162.000000,1146.050049,1158.800049,1125.539307,658884
2017-10-13,1158.800049,1177.099976,1154.150024,1174.250000,1140.546143,417081
2017-10-16,1181.000000,1185.000000,1166.000000,1171.050049,1137.437744,689380
2017-10-17,1170.000000,1200.000000,1170.000000,1197.150024,1162.788574,979278
2017-10-18,1197.800049,1197.800049,1170.000000,1179.650024,1145.791016,523048
2017-10-19,1175.000000,1183.250000,1171.150024,1178.500000,1144.674194,77085
2017-10-23,1184.449951,1191.849976,1159.000000,1174.150024,1140.448975,698954
2017-10-24,1175.000000,1234.000000,1175.000000,1222.900024,1187.799438,2345084
2017-10-25,1222.900024,1232.050049,1195.000000,1201.699951,1167.208008,1015698
2017-10-26,1194.000000,1203.650024,1180.699951,1191.150024,1156.960815,808543
2017-10-27,1193.900024,1195.000000,1178.599976,1184.550049,1150.550293,346755
2017-10-30,1185.000000,1198.800049,1179.550049,1182.550049,1148.607910,280643
2017-10-31,1182.000000,1188.849976,1176.150024,1180.849976,1149.532593,279632
2017-11-01,1185.000000,1188.550049,1174.000000,1175.949951,1144.762329,260543
2017-11-02,1176.400024,1181.949951,1166.000000,1178.400024,1147.147339,245949
2017-11-03,1182.449951,1183.099976,1167.300049,1172.449951,1141.355103,258595
2017-11-06,1168.000000,1173.099976,1155.000000,1162.349976,1131.523071,314729
2017-11-07,1158.000000,1164.650024,1132.500000,1141.449951,1111.177368,758497
2017-11-08,1147.099976,1179.400024,1145.050049,1172.199951,1141.111816,691775
2017-11-09,1177.849976,1198.449951,1173.599976,1195.599976,1163.891235,884722
2017-11-10,1194.900024,1194.900024,1160.000000,1178.599976,1147.342285,1130647
2017-11-13,1184.000000,1189.500000,1168.849976,1174.949951,1143.789063,363501
2017-11-14,1174.949951,1176.000000,1152.400024,1155.050049,1124.416870,547558
2017-11-15,1155.000000,1190.000000,1151.050049,1181.550049,1150.213989,829732
2017-11-16,1183.000000,1189.000000,1175.000000,1179.550049,1148.266968,429230
2017-11-17,1186.000000,1193.900024,1166.000000,1171.300049,1140.235596,454013
2017-11-20,1173.000000,1176.449951,1159.650024,1166.349976,1135.417236,255840
2017-11-21,1168.599976,1175.000000,1156.000000,1160.300049,1129.527466,421268
2017-11-22,1162.500000,1176.500000,1155.000000,1174.300049,1143.156494,731572
2017-11-23,1175.500000,1177.900024,1157.050049,1159.599976,1128.846069,482632
2017-11-24,1164.000000,1164.000000,1148.150024,1159.599976,1128.846069,406704
2017-11-27,1158.000000,1160.000000,1146.099976,1156.500000,1125.828369,373156
2017-11-28,1157.500000,1174.900024,1150.150024,1171.000000,1139.943970,445227
2017-11-29,1166.000000,1176.349976,1148.250000,1153.849976,1123.248779,516698
2017-11-30,1150.250000,1158.000000,1141.349976,1146.750000,1116.337036,1433116
2017-12-01,1147.199951,1154.000000,1130.250000,1133.750000,1103.681641,397188
2017-12-04,1145.449951,1145.449951,1117.000000,1121.000000,1091.269897,455769
2017-12-05,1122.000000,1124.150024,1108.050049,1115.000000,1085.429077,702853
2017-12-06,1114.800049,1114.949951,1099.000000,1104.349976,1075.061157,723473
2017-12-07,1108.000000,1151.000000,1106.849976,1144.400024,1114.049438,986078
2017-12-08,1144.949951,1153.500000,1130.099976,1135.500000,1105.385254,593327
2017-12-11,1142.000000,1142.699951,1123.400024,1125.849976,1095.991211,551772
2017-12-12,1131.849976,1131.849976,1101.000000,1117.400024,1087.765381,1060836
2017-12-13,1117.900024,1137.500000,1110.000000,1116.550049,1086.937988,646677
2017-12-14,1122.000000,1129.550049,1115.400024,1123.449951,1093.654785,543059
2017-12-15,1129.000000,1134.699951,1116.000000,1118.699951,1089.030762,897594
2017-12-18,1120.000000,1139.949951,1110.000000,1137.150024,1106.991333,622558
2017-12-19,1149.000000,1149.500000,1130.949951,1137.699951,1107.526855,459494
2017-12-20,1137.500000,1141.949951,1125.000000,1135.500000,1105.385254,458160
2017-12-21,1140.949951,1144.000000,1130.400024,1137.900024,1107.721680,460388
2017-12-22,1137.000000,1142.500000,1132.500000,1138.000000,1107.818848,377780
2017-12-26,1142.000000,1155.599976,1140.199951,1150.750000,1120.230957,820589
2017-12-27,1150.000000,1157.000000,1142.000000,1149.050049,1118.575928,611258
2017-12-28,1146.000000,1154.349976,1138.349976,1144.400024,1114.049438,536350
2017-12-29,1145.099976,1172.500000,1142.050049,1158.500000,1127.775269,965848
2018-01-01,1163.000000,1165.000000,1138.099976,1143.650024,1113.319092,591349
2018-01-02,1146.000000,1150.000000,1134.050049,1142.750000,1112.443115,516171
2018-01-03,1149.000000,1149.000000,1135.300049,1141.900024,1111.615601,593809
2018-01-04,1149.000000,1178.000000,1145.900024,1172.050049,1140.965942,729965
2018-01-05,1178.000000,1192.000000,1167.449951,1185.250000,1153.816040,1151320
2018-01-08,1190.000000,1190.849976,1173.500000,1182.000000,1150.652100,928875
2018-01-09,1183.099976,1197.199951,1175.099976,1193.050049,1161.408936,699621
2018-01-10,1186.000000,1189.099976,1171.099976,1177.400024,1146.174072,1102382
2018-01-11,1179.900024,1189.949951,1170.000000,1188.949951,1157.417603,475476
2018-01-12,1187.000000,1192.550049,1176.000000,1189.699951,1158.147827,390841
2018-01-15,1189.650024,1208.199951,1182.449951,1204.050049,1172.117310,723833
2018-01-16,1204.050049,1204.050049,1184.000000,1188.750000,1157.222900,557253
2018-01-17,1186.800049,1196.400024,1178.400024,1193.750000,1162.090576,506648
2018-01-18,1195.000000,1204.099976,1181.000000,1188.250000,1156.736084,500762
2018-01-19,1183.099976,1195.000000,1177.900024,1189.900024,1158.342651,722692
2018-01-22,1192.000000,1193.699951,1164.099976,1176.000000,1144.811157,942542
2018-01-23,1176.000000,1177.849976,1156.199951,1169.900024,1138.872925,1841634
2018-01-24,1170.000000,1171.650024,1145.050049,1151.050049,1120.523071,1122469
2018-01-25,1148.000000,1161.400024,1143.449951,1150.449951,1119.938721,1563047
2018-01-29,1154.000000,1164.250000,1147.599976,1152.050049,1121.496460,1538762
2018-01-30,1151.000000,1152.000000,1123.449951,1126.699951,1096.818726,1404578
2018-01-31,1128.000000,1139.800049,1124.000000,1128.300049,1098.376343,961596
2018-02-01,1126.000000,1157.349976,1126.000000,1153.000000,1122.421265,1103162
2018-02-02,1148.000000,1148.000000,1123.949951,1137.900024,1107.721680,872105
2018-02-05,1121.199951,1140.000000,1114.300049,1134.099976,1104.022339,1263378
2018-02-06,1110.000000,1127.000000,1090.099976,1110.250000,1080.805054,1055719
2018-02-07,1115.000000,1125.199951,1106.550049,1121.099976,1091.366943,854461
2018-02-08,1128.000000,1131.300049,1110.000000,1124.050049,1094.239136,1185917
2018-02-09,1101.000000,1142.250000,1101.000000,1130.750000,1100.761353,666922
2018-02-12,1138.000000,1150.000000,1135.900024,1144.400024,1114.049438,646362
2018-02-14,1144.000000,1144.000000,1127.000000,1139.150024,1108.938477,691596
2018-02-15,1135.000000,1139.900024,1123.000000,1135.449951,1105.336548,471072
2018-02-16,1136.500000,1147.000000,1130.000000,1143.849976,1113.513916,734476
2018-02-19,1145.000000,1145.800049,1111.550049,1120.349976,1090.637207,443677
2018-02-20,1123.949951,1136.000000,1112.750000,1126.400024,1096.526733,662281
2018-02-21,1132.349976,1133.250000,1115.000000,1127.199951,1097.305420,720563
2018-02-22,1122.699951,1126.400024,1101.000000,1118.099976,1088.446777,1559398
2018-02-23,1117.050049,1117.050049,1098.900024,1101.800049,1072.579102,1140118
2018-02-26,1110.000000,1110.000000,1095.400024,1104.800049,1075.499390,1170283
2018-02-27,1104.800049,1113.000000,1098.949951,1110.349976,1080.902344,610498
2018-02-28,1104.000000,1124.000000,1099.250000,1117.750000,1088.105957,1006756
2018-03-01,1120.000000,1124.199951,1108.000000,1118.900024,1089.225464,736217
2018-03-05,1110.250000,1114.849976,1100.000000,1105.949951,1076.618774,529677
2018-03-06,1112.599976,1112.599976,1100.000000,1101.599976,1072.384277,702294
2018-03-07,1105.699951,1109.949951,1095.250000,1107.250000,1077.884399,669686
2018-03-08,1114.800049,1130.000000,1107.599976,1127.599976,1097.694580,751329
2018-03-09,1133.000000,1140.000000,1124.400024,1129.099976,1099.154907,1158526
2018-03-12,1131.099976,1134.000000,1120.000000,1131.500000,1101.491333,527293
2018-03-13,1125.199951,1143.000000,1125.199951,1140.300049,1110.058105,711550
2018-03-14,1139.949951,1144.449951,1131.099976,1137.000000,1106.845459,1360578
2018-03-15,1132.150024,1163.750000,1132.150024,1160.800049,1130.014282,1146702
2018-03-16,1159.900024,1159.900024,1118.400024,1122.750000,1092.973267,1946844
2018-03-19,1121.150024,1124.000000,1097.900024,1102.550049,1073.309082,855444
2018-03-20,1102.000000,1117.000000,1092.150024,1106.500000,1077.154419,720303
2018-03-21,1106.500000,1116.000000,1100.000000,1103.550049,1074.282593,612237
2018-03-22,1102.500000,1110.000000,1100.000000,1107.099976,1077.738525,478426
2018-03-23,1094.849976,1120.000000,1093.050049,1112.650024,1083.141235,828523
2018-03-26,1112.000000,1119.000000,1101.000000,1117.550049,1087.911377,479675
2018-03-27,1119.000000,1138.000000,1116.400024,1131.099976,1101.101929,672158
2018-03-28,1130.849976,1130.849976,1115.000000,1120.400024,1090.685791,699839
2018-04-02,1120.400024,1153.949951,1111.500000,1150.150024,1119.646729,428944
2018-04-03,1145.050049,1156.699951,1138.949951,1152.099976,1121.544800,561118
2018-04-04,1156.900024,1157.699951,1126.000000,1136.000000,1105.871948,607619
2018-04-05,1151.800049,1156.800049,1137.550049,1142.900024,1112.589111,549137
2018-04-06,1142.900024,1152.800049,1135.000000,1143.500000,1113.173096,395626
2018-04-09,1145.000000,1171.500000,1139.949951,1157.449951,1126.753174,837112
2018-04-10,1159.000000,1167.699951,1152.900024,1156.750000,1126.071655,546269
2018-04-11,1157.000000,1158.599976,1141.199951,1155.849976,1125.195435,419140
2018-04-12,1149.500000,1169.900024,1144.900024,1165.199951,1134.297852,360744
2018-04-13,1170.000000,1176.849976,1157.849976,1162.199951,1131.377075,639579
2018-04-16,1160.000000,1188.500000,1155.000000,1178.849976,1147.585449,550645
2018-04-17,1180.000000,1187.400024,1169.000000,1176.000000,1144.811157,432543
2018-04-18,1179.000000,1185.000000,1168.000000,1172.300049,1141.209351,465763
2018-04-19,1172.000000,1187.000000,1162.599976,1165.000000,1134.102783,620949
2018-04-20,1165.000000,1165.949951,1142.250000,1159.349976,1128.602783,727517
2018-04-23,1160.900024,1181.400024,1145.400024,1178.699951,1147.439453,554353
2018-04-24,1177.500000,1182.449951,1161.900024,1170.099976,1139.067627,484112
2018-04-25,1167.000000,1168.800049,1156.050049,1163.050049,1132.204590,280574
2018-04-26,1164.000000,1177.050049,1149.550049,1155.699951,1125.049438,1638937
2018-04-27,1165.250000,1199.099976,1164.250000,1181.599976,1150.262573,803227
2018-04-30,1189.699951,1207.000000,1182.400024,1201.699951,1169.829346,505974
2018-05-02,1200.250000,1230.599976,1197.400024,1222.300049,1189.883179,2011978
2018-05-03,1220.300049,1230.000000,1201.000000,1206.750000,1174.745605,641515
2018-05-04,1212.000000,1212.000000,1178.099976,1190.449951,1158.877930,743905
2018-05-07,1192.000000,1220.800049,1180.000000,1215.250000,1183.020142,728801
2018-05-08,1219.000000,1224.000000,1205.000000,1209.900024,1177.812134,627060
2018-05-09,1197.599976,1229.099976,1197.599976,1222.550049,1190.126709,729538
2018-05-10,1232.000000,1238.000000,1207.500000,1217.699951,1185.405151,1904962
2018-05-11,1237.000000,1291.900024,1229.849976,1286.449951,1252.331787,4723019
2018-05-14,1285.000000,1305.000000,1268.599976,1297.349976,1262.942871,1553283
2018-05-15,1291.000000,1323.449951,1288.800049,1314.650024,1279.784058,1368261
2018-05-16,1305.150024,1332.000000,1300.849976,1323.699951,1288.593994,736281
2018-05-17,1313.150024,1330.000000,1303.550049,1309.449951,1274.721802,751423
2018-05-18,1305.000000,1316.400024,1287.599976,1308.349976,1273.651245,939743
2018-05-21,1305.000000,1314.699951,1290.849976,1301.699951,1267.177490,692442
2018-05-22,1298.000000,1302.000000,1279.000000,1286.849976,1252.721191,708573
2018-05-23,1281.000000,1292.150024,1269.599976,1278.599976,1244.690186,509522
2018-05-24,1277.099976,1302.900024,1263.000000,1293.599976,1259.292358,774173
2018-05-25,1300.000000,1310.000000,1280.000000,1292.349976,1258.075439,773652
2018-05-28,1294.500000,1331.900024,1291.550049,1321.849976,1286.793091,657272
2018-05-29,1326.000000,1330.000000,1289.000000,1299.500000,1265.035889,769331
2018-05-30,1290.000000,1300.949951,1283.349976,1293.849976,1259.535645,478025
2018-05-31,1300.199951,1311.699951,1287.000000,1304.650024,1270.049194,1400776
2018-06-01,1307.000000,1310.000000,1290.800049,1293.050049,1258.757202,368820
2018-06-04,1295.000000,1297.500000,1265.000000,1284.449951,1250.385010,939794
2018-06-05,1276.250000,1293.300049,1270.550049,1273.599976,1239.822632,524237
2018-06-06,1270.900024,1270.900024,1245.050049,1262.800049,1229.309082,1211557
2018-06-07,1270.150024,1297.000000,1256.000000,1290.800049,1256.566650,701247
2018-06-08,1275.000000,1288.550049,1272.000000,1278.849976,1244.933472,442333
2018-06-11,1279.000000,1295.900024,1275.199951,1283.300049,1249.265625,373098
2018-06-12,1278.550049,1292.000000,1275.199951,1287.699951,1253.548584,401090
2018-06-13,1290.000000,1292.750000,1281.949951,1286.400024,1252.283447,566241
2018-06-14,1280.449951,1289.650024,1270.000000,1286.099976,1257.907349,507824
2018-06-15,1284.900024,1286.650024,1268.099976,1282.199951,1254.092651,1048699
2018-06-18,1289.400024,1289.650024,1271.000000,1282.050049,1253.945801,512049
2018-06-19,1273.000000,1287.650024,1265.000000,1269.199951,1241.377686,572488
2018-06-20,1275.000000,1275.000000,1260.000000,1271.300049,1243.431763,484907
2018-06-21,1272.000000,1279.900024,1246.000000,1253.000000,1225.532837,1179247
2018-06-22,1261.500000,1273.550049,1240.199951,1267.699951,1239.910522,646452
2018-06-25,1268.000000,1272.099976,1249.300049,1253.449951,1225.972778,936253
2018-06-26,1255.000000,1279.849976,1253.000000,1274.599976,1246.659302,1262632
2018-06-27,1279.150024,1285.000000,1263.000000,1267.150024,1239.372681,857951
